Date,Err,SSN daily
2009.421,2.1,24.0
2009.424,1.5,19.0
2009.426,4.2,17.0
2009.429,2.0,0.0
2009.432,2.0,0.0
2009.435,2.0,0.0
2009.437,2.0,0.0
2009.440,2.0,0.0
2009.443,2.0,0.0
2009.446,2.0,0.0
2009.448,2.0,0.0
2009.451,2.0,0.0
2009.454,2.0,0.0
2009.456,2.0,0.0
2009.459,5.0,15.0
2009.462,2.0,0.0
2009.465,2.0,0.0
2009.467,2.0,0.0
2009.470,8.8,15.0
2009.473,3.1,17.0
2009.476,2.3,15.0
2009.478,2.3,17.0
2009.481,2.0,0.0
2009.484,2.0,0.0
2009.487,2.0,0.0
2009.489,2.0,0.0
2009.492,2.0,0.0
2009.495,2.0,0.0
2009.497,2.0,0.0
2009.500,2.0,0.0
2009.503,2.0,0.0
2009.506,2.8,24.0
2009.508,2.4,27.0
2009.511,2.4,24.0
2009.514,2.0,19.0
2009.517,1.9,21.0
2009.519,2.6,17.0
2009.522,2.4,15.0
2009.525,2.0,0.0
2009.528,2.0,0.0
2009.530,2.0,0.0
2009.533,2.0,0.0
2009.536,2.0,0.0
2009.538,2.0,0.0
2009.541,2.0,0.0
2009.544,2.0,0.0
2009.547,2.0,0.0
2009.549,2.0,0.0
2009.552,2.0,0.0
2009.555,2.0,0.0
2009.558,4.2,12.0
2009.560,2.0,0.0
2009.563,2.0,0.0
2009.566,2.0,0.0
2009.569,2.0,0.0
2009.571,2.0,0.0
2009.574,2.0,0.0
2009.577,7.2,12.0
2009.580,2.0,0.0
2009.582,2.0,0.0
2009.585,2.0,0.0
2009.588,2.0,0.0
2009.591,2.0,0.0
2009.593,2.0,0.0
2009.596,2.0,0.0
2009.599,2.0,0.0
2009.602,2.0,0.0
2009.604,2.0,0.0
2009.607,2.0,0.0
2009.610,2.0,0.0
2009.613,2.0,0.0
2009.615,2.0,0.0
2009.618,2.0,0.0
2009.621,2.0,0.0
2009.623,2.0,0.0
2009.626,2.0,0.0
2009.629,2.0,0.0
2009.632,2.0,0.0
2009.634,2.0,0.0
2009.637,2.0,0.0
2009.640,2.0,0.0
2009.643,2.0,0.0
2009.645,2.0,0.0
2009.648,2.0,0.0
2009.651,2.0,0.0
2009.654,2.0,0.0
2009.656,2.0,0.0
2009.659,2.0,0.0
2009.662,2.0,0.0
2009.665,2.0,0.0
2009.667,3.1,13.0
2009.670,2.0,0.0
2009.673,2.0,0.0
2009.676,2.0,0.0
2009.678,2.0,0.0
2009.681,2.0,0.0
2009.684,2.0,0.0
2009.687,2.0,0.0
2009.689,2.0,0.0
2009.692,2.0,0.0
2009.695,2.0,0.0
2009.698,2.0,0.0
2009.700,2.0,0.0
2009.703,2.0,0.0
2009.706,2.0,0.0
2009.708,2.0,0.0
2009.711,2.0,0.0
2009.714,2.0,0.0
2009.717,2.0,0.0
2009.719,2.0,0.0
2009.722,3.4,13.0
2009.725,3.9,22.0
2009.728,1.9,33.0
2009.730,3.1,33.0
2009.733,2.8,28.0
2009.736,1.7,15.0
2009.739,0.7,12.0
2009.741,1.8,17.0
2009.744,2.4,15.0
2009.747,2.1,12.0
2009.749,5.3,11.0
2009.752,2.0,0.0
2009.755,2.0,0.0
2009.758,2.0,0.0
2009.760,2.0,0.0
2009.763,2.0,0.0
2009.766,2.0,0.0
2009.769,2.0,0.0
2009.771,2.0,0.0
2009.774,2.0,0.0
2009.777,6.2,13.0
2009.780,2.0,0.0
2009.782,2.0,0.0
2009.785,2.0,0.0
2009.788,2.0,0.0
2009.790,2.0,0.0
2009.793,2.0,0.0
2009.796,2.0,0.0
2009.799,2.0,0.0
2009.801,2.0,0.0
2009.804,2.0,0.0
2009.807,2.0,0.0
2009.810,3.9,18.0
2009.812,3.5,26.0
2009.815,4.9,30.0
2009.818,2.6,32.0
2009.821,2.8,32.0
2009.823,3.5,32.0
2009.826,1.8,26.0
2009.829,1.2,18.0
2009.832,2.0,0.0
2009.834,2.0,0.0
2009.837,2.0,0.0
2009.840,2.0,0.0
2009.843,2.0,0.0
2009.845,3.8,12.0
2009.848,2.0,13.0
2009.851,2.0,0.0
2009.854,2.0,0.0
2009.856,2.3,13.0
2009.859,1.3,12.0
2009.862,3.9,12.0
2009.865,2.0,0.0
2009.867,4.1,12.0
2009.870,7.6,13.0
2009.873,1.5,12.0
2009.875,2.4,13.0
2009.878,2.0,0.0
2009.881,3.6,12.0
2009.884,6.2,29.0
2009.886,4.4,25.0
2009.889,2.6,15.0
2009.892,4.0,13.0
2009.895,2.0,0.0
2009.897,2.0,0.0
2009.900,2.0,0.0
2009.903,2.0,0.0
2009.906,2.0,0.0
2009.908,2.0,0.0
2009.911,2.0,0.0
2009.914,2.0,0.0
2009.916,2.0,0.0
2009.919,2.0,0.0
2009.922,2.0,0.0
2009.925,2.0,0.0
2009.927,2.0,0.0
2009.930,2.0,0.0
2009.933,2.0,0.0
2009.936,2.0,0.0
2009.938,7.7,11.0
2009.941,1.4,12.0
2009.944,1.7,12.0
2009.947,1.2,12.0
2009.949,1.6,14.0
2009.952,2.6,30.0
2009.955,4.0,36.0
2009.957,2.5,33.0
2009.960,2.2,26.0
2009.963,2.1,23.0
2009.966,2.4,24.0
2009.968,3.8,44.0
2009.971,6.8,46.0
2009.974,4.6,33.0
2009.977,4.6,26.0
2009.979,8.8,20.0
2009.982,2.0,0.0
2009.985,6.6,14.0
2009.988,0.8,15.0
2009.990,1.3,18.0
2009.993,0.7,18.0
2009.996,0.9,18.0
2009.999,1.0,21.0
2010.001,1.3,18.0
2010.004,1.2,21.0
2010.007,2.0,16.0
2010.010,0.8,15.0
2010.012,2.3,10.0
2010.015,2.0,0.0
2010.018,2.0,0.0
2010.021,4.6,15.0
2010.023,1.3,15.0
2010.026,2.1,22.0
2010.029,2.8,37.0
2010.032,3.1,35.0
2010.034,2.1,31.0
2010.037,2.1,26.0
2010.040,1.3,26.0
2010.042,1.9,23.0
2010.045,0.9,18.0
2010.048,2.7,13.0
2010.051,2.0,0.0
2010.053,3.6,13.0
2010.056,1.1,18.0
2010.059,3.8,31.0
2010.062,2.4,38.0
2010.064,2.2,38.0
2010.067,2.2,34.0
2010.070,3.3,25.0
2010.073,1.2,13.0
2010.075,0.7,12.0
2010.078,0.5,12.0
2010.081,5.8,12.0
2010.084,0.9,16.0
2010.086,0.7,17.0
2010.089,0.7,14.0
2010.092,0.8,14.0
2010.095,0.7,12.0
2010.097,1.4,12.0
2010.100,3.1,36.0
2010.103,3.8,38.0
2010.106,2.7,59.0
2010.108,3.6,56.0
2010.111,5.1,50.0
2010.114,3.0,44.0
2010.117,3.7,41.0
2010.119,3.8,43.0
2010.122,3.1,33.0
2010.125,1.5,30.0
2010.127,2.8,30.0
2010.130,8.2,43.0
2010.133,2.7,23.0
2010.136,1.2,20.0
2010.138,1.1,20.0
2010.141,1.0,17.0
2010.144,2.7,17.0
2010.147,1.7,15.0
2010.149,2.9,30.0
2010.152,1.4,29.0
2010.155,2.5,27.0
2010.158,2.1,14.0
2010.160,1.7,14.0
2010.163,2.6,23.0
2010.166,3.6,37.0
2010.169,3.2,36.0
2010.172,3.4,39.0
2010.174,7.5,28.0
2010.177,2.0,0.0
2010.180,3.4,12.0
2010.183,13.1,17.0
2010.185,2.0,0.0
2010.188,2.0,0.0
2010.191,2.0,34.0
2010.194,2.8,36.0
2010.196,3.3,31.0
2010.199,2.2,33.0
2010.202,3.2,27.0
2010.204,2.9,23.0
2010.207,2.4,28.0
2010.210,2.4,30.0
2010.213,2.3,22.0
2010.215,1.5,14.0
2010.218,3.2,22.0
2010.221,1.9,17.0
2010.224,3.2,14.0
2010.226,1.2,17.0
2010.229,2.9,23.0
2010.232,1.9,22.0
2010.235,2.9,34.0
2010.237,2.4,31.0
2010.240,2.1,33.0
2010.243,2.2,33.0
2010.246,1.5,27.0
2010.248,1.2,22.0
2010.251,1.1,22.0
2010.254,1.3,24.0
2010.257,5.3,33.0
2010.259,3.3,34.0
2010.262,1.9,25.0
2010.265,2.2,21.0
2010.268,4.7,29.0
2010.270,1.0,9.0
2010.273,2.5,10.0
2010.276,6.8,10.0
2010.279,1.5,10.0
2010.281,1.6,9.0
2010.284,2.0,0.0
2010.287,2.0,0.0
2010.289,2.0,0.0
2010.292,2.0,0.0
2010.295,2.0,0.0
2010.298,2.0,0.0
2010.300,2.0,0.0
2010.303,5.3,9.0
2010.306,4.1,9.0
2010.309,2.0,0.0
2010.311,2.0,0.0
2010.314,8.2,16.0
2010.317,2.0,0.0
2010.320,2.0,0.0
2010.322,5.1,10.0
2010.325,2.0,0.0
2010.328,2.9,9.0
2010.330,2.7,13.0
2010.333,5.8,21.0
2010.336,5.4,40.0
2010.339,5.6,51.0
2010.341,3.7,47.0
2010.344,4.5,19.0
2010.347,4.3,16.0
2010.350,6.9,16.0
2010.352,2.0,0.0
2010.355,2.0,0.0
2010.358,2.0,0.0
2010.361,2.0,0.0
2010.363,2.0,0.0
2010.366,2.0,0.0
2010.369,2.0,0.0
2010.371,2.0,0.0
2010.374,2.0,0.0
2010.377,2.0,0.0
2010.380,2.0,0.0
2010.382,2.0,0.0
2010.385,1.5,14.0
2010.388,0.8,21.0
2010.391,1.3,22.0
2010.393,1.1,19.0
2010.396,2.7,24.0
2010.399,1.7,16.0
2010.402,1.3,13.0
2010.404,1.5,13.0
2010.407,4.8,19.0
2010.410,6.1,29.0
2010.413,5.7,18.0
2010.415,2.7,15.0
2010.418,1.1,18.0
2010.421,1.2,21.0
2010.424,2.8,28.0
2010.426,2.5,26.0
2010.429,1.1,12.0
2010.432,6.6,18.0
2010.435,1.6,14.0
2010.437,2.6,29.0
2010.440,3.6,39.0
2010.443,5.0,46.0
2010.446,4.7,46.0
2010.448,3.5,25.0
2010.451,4.7,14.0
2010.454,2.0,0.0
2010.456,2.0,0.0
2010.459,2.6,12.0
2010.462,1.4,12.0
2010.465,3.7,26.0
2010.467,1.9,18.0
2010.470,1.4,14.0
2010.473,1.5,15.0
2010.476,0.8,14.0
2010.478,1.7,12.0
2010.481,4.7,17.0
2010.484,4.3,18.0
2010.487,1.8,11.0
2010.489,0.7,11.0
2010.492,2.9,22.0
2010.495,0.8,11.0
2010.497,1.5,13.0
2010.500,3.4,13.0
2010.503,0.8,13.0
2010.506,2.6,14.0
2010.508,2.1,27.0
2010.511,2.3,25.0
2010.514,1.5,13.0
2010.517,1.6,13.0
2010.519,5.6,17.0
2010.522,3.9,22.0
2010.525,4.5,36.0
2010.528,3.4,34.0
2010.530,4.3,30.0
2010.533,2.4,17.0
2010.536,3.6,25.0
2010.538,2.5,16.0
2010.541,2.8,14.0
2010.544,2.8,14.0
2010.547,3.2,14.0
2010.549,3.7,30.0
2010.552,2.8,31.0
2010.555,3.1,36.0
2010.558,5.0,44.0
2010.560,5.5,47.0
2010.563,3.5,39.0
2010.566,4.4,33.0
2010.569,3.6,19.0
2010.571,3.8,34.0
2010.574,3.5,38.0
2010.577,2.9,31.0
2010.580,4.0,30.0
2010.582,2.6,24.0
2010.585,3.0,24.0
2010.588,2.1,14.0
2010.591,2.7,32.0
2010.593,4.7,51.0
2010.596,3.7,51.0
2010.599,3.2,48.0
2010.602,2.7,38.0
2010.604,3.3,55.0
2010.607,4.6,58.0
2010.610,4.6,67.0
2010.613,5.5,50.0
2010.615,4.2,41.0
2010.618,3.4,33.0
2010.621,3.4,38.0
2010.623,7.2,51.0
2010.626,2.2,26.0
2010.629,3.2,23.0
2010.632,4.7,15.0
2010.634,5.1,12.0
2010.637,2.0,0.0
2010.640,2.0,0.0
2010.643,2.0,0.0
2010.645,2.2,12.0
2010.648,2.9,23.0
2010.651,2.9,23.0
2010.654,1.0,12.0
2010.656,1.3,12.0
2010.659,1.6,27.0
2010.662,2.5,29.0
2010.665,1.6,30.0
2010.667,3.2,30.0
2010.670,3.9,58.0
2010.673,4.4,49.0
2010.676,6.1,58.0
2010.678,2.9,43.0
2010.681,3.6,29.0
2010.684,2.6,14.0
2010.687,2.0,0.0
2010.689,2.0,0.0
2010.692,12.7,16.0
2010.695,1.6,12.0
2010.698,1.9,13.0
2010.700,2.8,26.0
2010.703,4.1,27.0
2010.706,2.5,27.0
2010.708,3.2,43.0
2010.711,3.5,53.0
2010.714,4.1,51.0
2010.717,3.6,49.0
2010.719,3.5,39.0
2010.722,2.9,38.0
2010.725,3.2,36.0
2010.728,2.8,39.0
2010.730,2.1,39.0
2010.733,1.7,39.0
2010.736,3.2,49.0
2010.739,4.0,56.0
2010.741,4.5,55.0
2010.744,3.9,55.0
2010.747,5.9,48.0
2010.749,4.4,36.0
2010.752,3.2,27.0
2010.755,2.2,29.0
2010.758,6.0,21.0
2010.760,5.2,13.0
2010.763,2.0,0.0
2010.766,2.0,0.0
2010.769,2.0,0.0
2010.771,9.8,13.0
2010.774,2.0,13.0
2010.777,0.7,13.0
2010.780,1.2,13.0
2010.782,2.6,23.0
2010.785,3.7,37.0
2010.788,2.0,41.0
2010.790,2.7,49.0
2010.793,3.4,57.0
2010.796,4.5,60.0
2010.799,6.3,63.0
2010.801,4.6,51.0
2010.804,1.9,36.0
2010.807,2.0,36.0
2010.810,3.0,44.0
2010.812,4.3,60.0
2010.815,4.2,67.0
2010.818,4.3,63.0
2010.821,3.9,41.0
2010.823,3.5,31.0
2010.826,4.0,39.0
2010.829,4.0,33.0
2010.832,2.8,34.0
2010.834,3.1,21.0
2010.837,2.1,18.0
2010.840,2.5,18.0
2010.843,1.6,14.0
2010.845,4.6,27.0
2010.848,5.9,35.0
2010.851,2.8,37.0
2010.854,2.6,37.0
2010.856,2.9,30.0
2010.859,4.8,48.0
2010.862,5.4,51.0
2010.865,4.9,48.0
2010.867,5.5,69.0
2010.870,4.3,61.0
2010.873,5.4,61.0
2010.875,5.0,59.0
2010.878,2.7,56.0
2010.881,3.6,46.0
2010.884,2.0,42.0
2010.886,2.6,32.0
2010.889,2.6,27.0
2010.892,2.6,24.0
2010.895,3.1,26.0
2010.897,1.2,13.0
2010.900,3.0,24.0
2010.903,1.9,14.0
2010.906,2.8,13.0
2010.908,4.5,27.0
2010.911,2.6,29.0
2010.914,1.9,24.0
2010.916,2.3,32.0
2010.919,1.7,36.0
2010.922,3.3,41.0
2010.925,5.9,53.0
2010.927,3.7,44.0
2010.930,2.5,29.0
2010.933,3.2,31.0
2010.936,1.9,31.0
2010.938,2.6,29.0
2010.941,3.9,36.0
2010.944,4.6,27.0
2010.947,4.4,27.0
2010.949,5.0,47.0
2010.952,3.9,27.0
2010.955,2.0,14.0
2010.957,2.8,24.0
2010.960,1.8,12.0
2010.963,2.0,0.0
2010.966,2.0,0.0
2010.968,2.0,0.0
2010.971,2.0,0.0
2010.974,7.5,17.0
2010.977,5.8,17.0
2010.979,2.8,14.0
2010.982,5.6,25.0
2010.985,6.5,34.0
2010.988,2.2,17.0
2010.990,1.9,22.0
2010.993,1.5,19.0
2010.996,2.8,14.0
2010.999,3.2,42.0
2011.001,3.6,48.0
2011.004,3.4,48.0
2011.007,2.1,47.0
2011.010,4.1,48.0
2011.012,4.0,36.0
2011.015,4.5,28.0
2011.018,3.1,35.0
2011.021,3.5,25.0
2011.023,4.7,32.0
2011.026,3.4,26.0
2011.029,1.8,25.0
2011.032,2.2,22.0
2011.034,2.5,13.0
2011.037,2.0,0.0
2011.040,3.8,12.0
2011.042,2.5,20.0
2011.045,3.2,28.0
2011.048,2.3,32.0
2011.051,2.7,26.0
2011.053,3.1,29.0
2011.056,3.8,33.0
2011.059,2.4,32.0
2011.062,3.5,33.0
2011.064,1.7,29.0
2011.067,1.7,28.0
2011.070,1.6,25.0
2011.073,4.0,20.0
2011.075,3.3,13.0
2011.078,2.9,15.0
2011.081,2.1,19.0
2011.084,1.1,20.0
2011.086,2.8,24.0
2011.089,4.2,21.0
2011.092,2.3,29.0
2011.095,4.1,36.0
2011.097,4.0,26.0
2011.100,6.2,18.0
2011.103,2.8,15.0
2011.106,9.9,64.0
2011.108,2.7,51.0
2011.111,2.8,34.0
2011.114,4.5,57.0
2011.117,2.5,60.0
2011.119,5.8,78.0
2011.122,7.9,87.0
2011.125,7.0,83.0
2011.127,7.6,78.0
2011.130,4.6,65.0
2011.133,5.8,85.0
2011.136,4.5,82.0
2011.138,7.8,69.0
2011.141,4.2,47.0
2011.144,2.8,38.0
2011.147,1.9,31.0
2011.149,5.4,24.0
2011.152,4.0,13.0
2011.155,6.9,42.0
2011.158,2.5,44.0
2011.160,4.8,51.0
2011.163,6.1,62.0
2011.166,3.8,56.0
2011.169,8.9,73.0
2011.172,5.8,99.0
2011.174,8.8,116.0
2011.177,8.5,130.0
2011.180,11.1,138.0
2011.183,9.2,141.0
2011.185,9.8,113.0
2011.188,9.5,83.0
2011.191,5.1,83.0
2011.194,7.6,83.0
2011.196,8.6,93.0
2011.199,6.4,61.0
2011.202,3.6,48.0
2011.204,2.9,38.0
2011.207,5.6,38.0
2011.210,3.0,28.0
2011.213,4.9,32.0
2011.215,4.8,30.0
2011.218,1.1,24.0
2011.221,3.5,45.0
2011.224,3.8,42.0
2011.226,6.6,55.0
2011.229,8.0,97.0
2011.232,5.7,101.0
2011.235,7.7,118.0
2011.237,8.2,124.0
2011.240,6.9,104.0
2011.243,5.9,96.0
2011.246,10.5,87.0
2011.248,4.1,67.0
2011.251,4.4,63.0
2011.254,2.9,60.0
2011.257,3.9,67.0
2011.259,3.6,56.0
2011.262,3.7,57.0
2011.265,8.0,81.0
2011.268,5.4,84.0
2011.270,8.0,78.0
2011.273,4.4,56.0
2011.276,4.5,67.0
2011.279,4.6,92.0
2011.281,7.6,111.0
2011.284,10.5,123.0
2011.287,6.9,127.0
2011.289,9.6,92.0
2011.292,5.4,71.0
2011.295,4.9,71.0
2011.298,5.6,71.0
2011.300,5.0,73.0
2011.303,5.3,80.0
2011.306,7.1,87.0
2011.309,6.0,78.0
2011.311,7.9,64.0
2011.314,8.4,56.0
2011.317,7.6,74.0
2011.320,7.3,73.0
2011.322,5.1,62.0
2011.325,5.0,62.0
2011.328,4.1,80.0
2011.330,6.1,70.0
2011.333,4.3,55.0
2011.336,4.8,71.0
2011.339,7.6,76.0
2011.341,7.4,76.0
2011.344,3.9,45.0
2011.347,3.7,43.0
2011.350,6.6,63.0
2011.352,6.4,84.0
2011.355,7.8,90.0
2011.358,5.9,66.0
2011.361,4.5,46.0
2011.363,3.4,36.0
2011.366,4.0,52.0
2011.369,5.5,57.0
2011.371,3.3,57.0
2011.374,3.6,50.0
2011.377,3.8,41.0
2011.380,2.0,36.0
2011.382,2.1,35.0
2011.385,3.4,36.0
2011.388,9.5,56.0
2011.391,4.9,31.0
2011.393,1.7,11.0
2011.396,3.5,24.0
2011.399,2.9,42.0
2011.402,3.8,63.0
2011.404,4.0,73.0
2011.407,5.3,98.0
2011.410,4.5,115.0
2011.413,6.5,106.0
2011.415,6.9,126.0
2011.418,7.5,135.0
2011.421,7.5,130.0
2011.424,7.0,115.0
2011.426,6.2,80.0
2011.429,6.6,70.0
2011.432,3.4,58.0
2011.435,4.0,45.0
2011.437,4.9,39.0
2011.440,4.5,33.0
2011.443,3.3,23.0
2011.446,1.8,17.0
2011.448,2.5,15.0
2011.451,3.2,36.0
2011.454,3.3,52.0
2011.456,3.7,59.0
2011.459,3.6,59.0
2011.462,5.5,61.0
2011.465,4.5,47.0
2011.467,4.6,39.0
2011.470,8.0,50.0
2011.473,3.9,50.0
2011.476,4.6,58.0
2011.478,4.6,65.0
2011.481,2.9,50.0
2011.484,4.6,27.0
2011.487,2.1,15.0
2011.489,5.5,38.0
2011.492,5.3,41.0
2011.495,3.4,49.0
2011.497,2.2,56.0
2011.500,4.5,44.0
2011.503,2.6,41.0
2011.506,3.4,46.0
2011.508,2.0,32.0
2011.511,2.2,34.0
2011.514,3.7,38.0
2011.517,6.0,63.0
2011.519,4.9,49.0
2011.522,5.6,59.0
2011.525,4.3,75.0
2011.528,2.8,72.0
2011.530,5.9,68.0
2011.533,3.6,68.0
2011.536,5.5,82.0
2011.538,4.9,74.0
2011.541,4.7,93.0
2011.544,7.4,115.0
2011.547,5.3,109.0
2011.549,5.3,71.0
2011.552,4.2,60.0
2011.555,2.9,54.0
2011.558,3.0,43.0
2011.560,7.7,43.0
2011.563,4.3,29.0
2011.566,3.7,43.0
2011.569,6.4,63.0
2011.571,6.4,96.0
2011.574,7.1,90.0
2011.577,4.5,91.0
2011.580,4.2,99.0
2011.582,7.8,107.0
2011.585,8.5,95.0
2011.588,6.8,81.0
2011.591,5.0,92.0
2011.593,6.6,88.0
2011.596,3.8,79.0
2011.599,3.8,79.0
2011.602,4.8,70.0
2011.604,5.8,61.0
2011.607,3.2,36.0
2011.610,4.8,38.0
2011.613,4.7,29.0
2011.615,8.1,18.0
2011.618,2.0,0.0
2011.621,2.1,12.0
2011.623,3.6,31.0
2011.626,4.0,51.0
2011.629,4.6,59.0
2011.632,4.5,60.0
2011.634,5.0,59.0
2011.637,4.5,73.0
2011.640,7.3,92.0
2011.643,6.4,98.0
2011.645,5.9,70.0
2011.648,8.1,65.0
2011.651,7.9,86.0
2011.654,5.4,77.0
2011.656,4.9,64.0
2011.659,4.3,56.0
2011.662,6.1,90.0
2011.665,6.2,125.0
2011.667,8.3,131.0
2011.670,6.9,136.0
2011.673,9.5,140.0
2011.676,8.2,105.0
2011.678,8.2,114.0
2011.681,6.0,89.0
2011.684,5.4,72.0
2011.687,2.5,54.0
2011.689,4.1,72.0
2011.692,4.1,80.0
2011.695,7.1,94.0
2011.698,9.3,139.0
2011.700,8.0,145.0
2011.703,9.4,169.0
2011.706,11.9,191.0
2011.708,14.6,191.0
2011.711,13.2,160.0
2011.714,9.2,143.0
2011.717,10.2,142.0
2011.719,12.4,123.0
2011.722,8.3,108.0
2011.725,9.7,109.0
2011.728,7.1,91.0
2011.730,6.0,116.0
2011.733,9.8,122.0
2011.736,10.5,112.0
2011.739,7.7,103.0
2011.741,9.0,109.0
2011.744,7.9,128.0
2011.747,7.5,116.0
2011.749,8.8,118.0
2011.752,6.4,118.0
2011.755,8.2,113.0
2011.758,8.6,128.0
2011.760,8.2,100.0
2011.763,5.3,100.0
2011.766,6.4,89.0
2011.769,2.7,69.0
2011.771,3.9,79.0
2011.774,4.3,90.0
2011.777,9.2,124.0
2011.780,9.2,146.0
2011.782,8.0,161.0
2011.785,12.3,170.0
2011.788,9.5,148.0
2011.790,8.3,154.0
2011.793,11.7,176.0
2011.796,11.6,156.0
2011.799,6.9,141.0
2011.801,9.8,183.0
2011.804,10.2,194.0
2011.807,10.0,174.0
2011.810,10.0,134.0
2011.812,12.0,130.0
2011.815,9.0,110.0
2011.818,9.5,104.0
2011.821,7.2,93.0
2011.823,12.5,101.0
2011.826,14.0,94.0
2011.829,6.6,103.0
2011.832,8.5,96.0
2011.834,10.6,125.0
2011.837,9.3,128.0
2011.840,9.1,125.0
2011.843,5.5,99.0
2011.845,6.8,114.0
2011.848,6.7,145.0
2011.851,9.9,173.0
2011.854,9.8,171.0
2011.856,9.0,177.0
2011.859,11.4,170.0
2011.862,6.8,162.0
2011.865,5.7,157.0
2011.867,10.0,162.0
2011.870,12.9,164.0
2011.873,9.0,141.0
2011.875,8.9,125.0
2011.878,10.2,121.0
2011.881,14.2,132.0
2011.884,13.3,128.0
2011.886,11.6,137.0
2011.889,9.2,127.0
2011.892,11.9,138.0
2011.895,15.7,142.0
2011.897,8.4,131.0
2011.900,10.5,158.0
2011.903,9.2,131.0
2011.906,5.9,124.0
2011.908,7.5,98.0
2011.911,8.8,135.0
2011.914,10.1,132.0
2011.916,8.8,129.0
2011.919,16.1,127.0
2011.922,7.1,154.0
2011.925,8.9,162.0
2011.927,9.9,151.0
2011.930,9.4,151.0
2011.933,8.9,132.0
2011.936,13.0,159.0
2011.938,6.0,114.0
2011.941,7.7,102.0
2011.944,7.6,93.0
2011.947,6.4,76.0
2011.949,4.2,81.0
2011.952,3.1,78.0
2011.955,6.3,57.0
2011.957,4.3,75.0
2011.960,5.3,90.0
2011.963,5.3,100.0
2011.966,6.5,115.0
2011.968,8.6,108.0
2011.971,11.0,109.0
2011.974,7.3,103.0
2011.977,4.4,103.0
2011.979,4.6,84.0
2011.982,4.4,97.0
2011.985,9.9,117.0
2011.988,15.6,114.0
2011.990,13.7,109.0
2011.993,8.4,112.0
2011.996,6.0,93.0
2011.999,5.9,93.0
2012.001,4.7,71.0
2012.004,7.9,92.0
2012.007,7.4,120.0
2012.010,9.2,126.0
2012.012,6.8,109.0
2012.015,4.6,113.0
2012.018,6.3,113.0
2012.021,7.0,104.0
2012.023,4.0,79.0
2012.026,5.5,70.0
2012.029,5.1,63.0
2012.032,3.4,52.0
2012.034,4.9,71.0
2012.037,5.6,118.0
2012.040,10.7,149.0
2012.042,8.8,154.0
2012.045,9.0,141.0
2012.048,7.4,126.0
2012.051,8.5,105.0
2012.053,10.3,102.0
2012.056,6.1,112.0
2012.059,6.1,109.0
2012.062,9.1,113.0
2012.064,9.2,86.0
2012.067,8.7,76.0
2012.070,4.1,49.0
2012.073,6.5,65.0
2012.075,3.7,45.0
2012.078,5.6,57.0
2012.081,5.9,62.0
2012.084,5.6,75.0
2012.086,7.0,89.0
2012.089,5.8,59.0
2012.092,2.9,35.0
2012.095,2.5,38.0
2012.097,2.5,29.0
2012.100,3.0,42.0
2012.103,4.8,32.0
2012.106,3.1,13.0
2012.108,3.8,29.0
2012.111,4.4,46.0
2012.114,3.3,46.0
2012.117,4.6,49.0
2012.119,4.0,65.0
2012.122,3.5,58.0
2012.125,3.4,54.0
2012.127,2.2,48.0
2012.130,3.1,49.0
2012.133,5.6,55.0
2012.136,3.7,70.0
2012.138,7.3,64.0
2012.141,4.1,59.0
2012.144,3.8,44.0
2012.147,5.3,55.0
2012.149,6.4,58.0
2012.152,2.9,48.0
2012.155,4.7,48.0
2012.158,4.7,44.0
2012.160,4.9,39.0
2012.163,2.8,20.0
2012.165,2.1,24.0
2012.168,2.3,27.0
2012.171,4.3,63.0
2012.174,5.7,86.0
2012.176,6.8,108.0
2012.179,7.4,115.0
2012.182,8.1,106.0
2012.185,8.1,97.0
2012.187,12.4,110.0
2012.190,14.5,104.0
2012.193,6.6,116.0
2012.196,7.7,116.0
2012.198,6.7,96.0
2012.201,6.0,85.0
2012.204,6.8,88.0
2012.206,6.9,85.0
2012.209,8.9,88.0
2012.212,5.2,62.0
2012.215,5.1,74.0
2012.217,5.5,86.0
2012.220,5.3,77.0
2012.223,7.3,70.0
2012.226,9.4,71.0
2012.228,8.6,94.0
2012.231,8.1,89.0
2012.234,6.8,88.0
2012.237,4.7,84.0
2012.239,5.5,88.0
2012.242,5.3,106.0
2012.245,8.9,94.0
2012.248,12.2,89.0
2012.250,8.3,65.0
2012.253,6.7,79.0
2012.256,4.9,72.0
2012.259,4.7,64.0
2012.261,5.7,53.0
2012.264,8.2,53.0
2012.267,4.0,30.0
2012.270,3.3,25.0
2012.272,3.5,14.0
2012.275,5.2,16.0
2012.278,4.8,30.0
2012.281,4.8,58.0
2012.283,3.0,54.0
2012.286,4.3,51.0
2012.289,9.8,90.0
2012.291,7.3,61.0
2012.294,4.6,79.0
2012.297,6.8,112.0
2012.300,10.0,148.0
2012.302,8.5,168.0
2012.305,12.9,162.0
2012.308,10.2,146.0
2012.311,5.6,138.0
2012.313,7.4,134.0
2012.316,6.8,126.0
2012.319,7.0,117.0
2012.322,5.9,106.0
2012.324,8.0,112.0
2012.327,9.3,110.0
2012.330,5.3,104.0
2012.332,7.9,96.0
2012.335,7.9,95.0
2012.338,5.3,96.0
2012.341,4.9,87.0
2012.343,5.2,88.0
2012.346,5.6,87.0
2012.349,5.9,80.0
2012.352,4.7,85.0
2012.354,6.9,91.0
2012.357,7.0,96.0
2012.360,13.3,110.0
2012.363,7.1,101.0
2012.365,7.0,105.0
